PwC_RowID,predicted_date,label
251077,2018-12-05,On time
251078,2018-12-05,On time
251079,2018-12-05,On time
251080,2018-12-06,On time
251081,2019-01-20,Early
251082,2019-01-20,Early
251083,2019-01-20,Early
251084,2019-01-20,Early
251085,2019-01-20,Early
251086,2018-12-24,Early
251087,2018-12-01,On time
251088,2018-11-28,On time
251089,2018-11-28,On time
251090,2018-12-05,On time
251091,2018-12-05,On time
251092,2018-12-05,On time
251093,2018-12-05,On time
251094,2018-11-10,On time
251095,2018-12-05,On time
251096,2018-12-05,On time
251097,2018-12-05,On time
251098,2018-12-05,On time
251099,2018-11-30,Early
251100,2018-11-28,On time
251101,2018-11-28,On time
251102,2018-11-28,On time
251103,2018-12-06,On time
251104,2018-12-06,On time
251105,2018-12-06,On time
251106,2018-12-08,On time
251107,2018-12-06,On time
251108,2018-12-06,On time
251109,2018-12-06,On time
251110,2018-12-06,On time
251111,2018-12-06,On time
251112,2018-12-08,On time
251113,2018-12-06,On time
251114,2018-12-11,On time
251115,2018-12-06,On time
251116,2018-12-06,On time
251117,2018-12-06,On time
251118,2018-12-06,On time
251119,2018-11-15,On time
251120,2018-11-15,On time
251121,2018-11-14,On time
251122,2018-11-15,On time
251123,2019-01-11,On time
251124,2018-11-17,Early
251125,2018-11-17,Early
251126,2018-11-17,Early
251127,2018-11-17,Early
251128,2018-11-17,Early
251129,2018-11-17,Early
251130,2019-01-13,Late
251131,2019-01-13,Late
251132,2019-01-13,Late
251133,2019-01-13,Late
251134,2019-01-13,Late
251135,2018-11-17,Early
251136,2018-11-14,On time
251137,2018-11-14,On time
251138,2018-11-17,Early
251139,2018-12-15,On time
251140,2018-12-15,On time
251141,2018-12-15,On time
251142,2018-11-22,On time
251143,2018-11-22,On time
251144,2018-11-23,Early
251145,2018-11-23,Early
251146,2018-11-23,Early
251147,2018-11-21,On time
251148,2018-11-23,Early
251149,2018-11-23,Early
251150,2018-11-23,Early
251151,2018-11-23,Early
251152,2018-11-23,Early
251153,2018-11-23,Early
251154,2018-11-21,On time
251155,2018-11-21,On time
251156,2018-11-23,Early
251157,2018-11-23,Early
251158,2018-11-23,Early
251159,2018-11-23,Early
251160,2018-11-30,Early
251161,2018-11-30,Early
251162,2018-11-30,Early
251163,2018-11-30,Early
251164,2018-11-30,Early
251165,2018-11-30,Early
251166,2018-11-30,Early
251167,2018-11-30,Early
251168,2018-11-29,On time
251169,2018-12-05,On time
251170,2018-12-05,On time
251171,2018-12-05,On time
251172,2018-12-05,On time
251173,2018-11-30,Early
251174,2018-11-30,Early
251175,2018-11-30,Early
251176,2018-11-30,Early
251177,2018-11-30,Early
251178,2018-11-30,Early
251179,2018-11-30,Early
251180,2018-11-30,Early
251181,2018-11-30,Early
251182,2018-11-30,Early
251183,2018-12-04,On time
251184,2018-12-04,On time
251185,2018-12-04,On time
251186,2018-12-04,On time
251187,2018-12-04,On time
251188,2018-12-04,On time
251189,2018-12-04,On time
251190,2018-12-04,On time
251191,2018-12-04,On time
251192,2018-12-04,On time
251193,2018-12-08,Early
251194,2018-12-08,Early
251195,2018-12-08,Early
251196,2018-12-08,Early
251197,2018-12-08,Early
251198,2018-12-08,Early
251199,2018-12-08,Early
251200,2018-12-08,Early
251201,2018-12-08,Early
251202,2018-12-08,Early
251203,2018-12-08,Early
251204,2018-12-08,Early
251205,2018-12-08,Early
251206,2018-12-08,Early
251207,2018-12-08,Early
251208,2018-11-28,On time
251209,2018-11-28,On time
251210,2018-11-28,On time
251211,2018-11-28,On time
251212,2018-11-28,On time
251213,2018-11-28,On time
251214,2018-11-28,On time
251215,2018-12-06,On time
251216,2018-12-06,On time
251217,2018-12-06,On time
251218,2018-12-06,On time
251219,2018-12-06,On time
251220,2018-11-22,On time
251221,2018-11-22,On time
251222,2018-11-17,Early
251223,2018-11-17,Early
251224,2018-11-22,On time
251225,2018-11-22,On time
251226,2018-11-28,On time
251227,2018-11-22,On time
251228,2019-01-13,Late
251229,2019-01-13,Late
251230,2019-01-13,Late
251231,2019-01-13,Late
251232,2019-01-13,Late
251233,2019-01-13,Late
251234,2019-01-13,Late
251235,2019-01-13,Late
251236,2019-01-13,Late
251237,2019-01-13,Late
251238,2019-01-13,Late
251239,2019-01-13,Late
251240,2019-01-13,Late
251241,2019-01-13,Late
251242,2019-01-13,Late
251243,2019-01-13,Late
251244,2019-01-13,Late
251245,2019-01-13,Late
251246,2019-01-13,Late
251247,2019-01-13,Late
251248,2019-01-13,Late
251249,2019-01-13,Late
251250,2019-01-13,Late
251251,2019-01-13,Late
251252,2019-01-13,Late
251253,2019-01-13,Late
251254,2019-01-13,Late
251255,2019-01-13,Late
251256,2019-01-13,Late
251257,2019-01-13,Late
251258,2019-01-13,Late
251259,2019-01-13,Late
251260,2019-01-13,Late
251261,2019-01-13,Late
251262,2019-01-13,Late
251263,2019-01-13,Late
251264,2019-01-13,Late
251265,2019-01-13,Late
251266,2019-01-13,Late
251267,2019-01-13,Late
251268,2019-01-13,Late
251269,2019-01-13,Late
251270,2019-01-13,Late
251271,2019-01-13,Late
251272,2019-01-13,Late
251273,2019-01-13,Late
251274,2019-01-13,Late
251275,2019-01-13,Late
251276,2019-01-13,Late
251277,2019-01-13,Late
251278,2019-01-13,Late
251279,2019-01-13,Late
251280,2019-01-13,Late
251281,2019-01-13,Late
251282,2019-01-13,Late
251283,2019-01-13,Late
251284,2019-01-13,Late
251285,2019-01-13,Late
251286,2019-01-13,Late
251287,2019-01-13,Late
251288,2019-01-13,Late
251289,2019-01-13,Late
251290,2019-01-13,Late
251291,2019-01-13,Late
251292,2019-01-13,Late
251293,2019-01-13,Late
251294,2019-01-13,Late
251295,2019-01-13,Late
251296,2019-01-13,Late
251297,2019-01-13,Late
251298,2019-01-13,Late
251299,2019-01-13,Late
251300,2019-01-13,Late
251301,2019-01-13,Late
251302,2019-01-13,Late
251303,2019-01-13,Late
251304,2019-01-13,Late
251305,2019-01-13,Late
251306,2019-01-13,Late
251307,2019-01-13,Late
251308,2019-01-13,Late
251309,2019-01-13,Late
251310,2019-01-13,Late
251311,2019-01-13,Late
251312,2019-01-13,Late
251313,2019-01-13,Late
251314,2019-01-13,Late
251315,2019-01-13,Late
251316,2019-01-13,Late
251317,2019-01-13,Late
251318,2019-01-13,Late
251319,2019-01-13,Late
251320,2019-01-13,Late
251321,2019-01-13,Late
251322,2019-01-13,Late
251323,2019-01-13,Late
251324,2019-01-13,Late
251325,2019-01-13,Late
251326,2019-01-13,Late
251327,2019-01-13,Late
251328,2019-01-13,Late
251329,2019-01-13,Late
251330,2019-01-13,Late
251331,2019-01-13,Late
251332,2019-01-13,Late
251333,2019-01-13,Late
251334,2019-01-13,Late
251335,2019-01-13,Late
251336,2019-01-13,Late
251337,2019-01-13,Late
251338,2019-01-13,Late
251339,2019-01-13,Late
251340,2019-01-13,Late
251341,2019-01-13,Late
251342,2019-01-13,Late
251343,2019-01-13,Late
251344,2019-01-13,Late
251345,2019-01-13,Late
251346,2019-01-13,Late
251347,2019-01-13,Late
251348,2019-01-13,Late
251349,2019-01-13,Late
251350,2019-01-13,Late
251351,2019-01-13,Late
251352,2019-01-13,Late
251353,2019-01-13,Late
251354,2019-01-13,Late
251355,2019-01-13,Late
251356,2019-01-13,Late
251357,2019-01-13,Late
251358,2019-01-13,Late
251359,2019-01-13,Late
251360,2019-01-13,Late
251361,2019-01-13,Late
251362,2019-01-13,Late
251363,2019-01-13,Late
251364,2019-01-13,Late
251365,2019-01-13,Late
251366,2019-01-13,Late
251367,2019-01-13,Late
251368,2019-01-13,Late
251369,2019-01-13,Late
251370,2019-01-13,Late
251371,2019-01-13,Late
251372,2019-01-13,Late
251373,2019-01-13,Late
251374,2019-01-13,Late
251375,2019-01-13,Late
251376,2019-01-13,Late
251377,2019-01-13,Late
251378,2019-01-13,Late
251379,2019-01-13,Late
251380,2019-01-13,Late
251381,2019-01-13,Late
251382,2019-01-13,Late
251383,2019-01-13,Late
251384,2019-01-13,Late
251385,2019-01-13,Late
251386,2019-01-13,Late
251387,2019-01-13,Late
251388,2019-01-13,Late
251389,2019-01-13,Late
251390,2019-01-13,Late
251391,2019-01-13,Late
251392,2019-01-13,Late
251393,2019-01-13,Late
251394,2019-01-13,Late
251395,2019-01-13,Late
251396,2019-01-13,Late
251397,2019-01-13,Late
251398,2019-01-13,Late
251399,2019-01-13,Late
251400,2018-11-22,On time
251401,2018-11-09,On time
251402,2018-11-08,On time
251403,2018-11-09,On time
251404,2018-11-09,On time
251405,2018-11-21,On time
251406,2018-11-21,On time
251407,2018-11-21,On time
251408,2018-11-21,On time
251409,2018-11-21,On time
251410,2018-11-21,On time
251411,2018-11-21,On time
251412,2018-11-21,On time
251413,2018-11-21,On time
251414,2018-11-21,On time
251415,2018-11-21,On time
251416,2018-11-21,On time
251417,2018-11-21,On time
251418,2018-11-21,On time
251419,2018-11-21,On time
251420,2018-11-21,On time
251421,2018-11-21,On time
251422,2018-11-21,On time
251423,2018-11-21,On time
251424,2018-11-11,Early
251425,2018-11-11,Early
251426,2018-11-11,Early
251427,2018-11-11,Early
251428,2018-11-11,Early
251429,2018-11-11,Early
251430,2018-11-11,Early
251431,2018-11-11,Early
251432,2018-11-11,Early
251433,2018-12-12,On time
251434,2018-11-11,Early
251435,2018-11-11,Early
251436,2018-11-11,Early
251437,2018-11-11,Early
251438,2018-11-09,On time
251439,2018-11-09,On time
251440,2018-11-09,On time
251441,2018-11-09,On time
251442,2018-11-09,On time
251443,2018-11-10,On time
251444,2018-11-10,On time
251445,2018-11-10,On time
251446,2018-11-10,On time
251447,2018-11-10,On time
251448,2018-11-10,On time
251449,2018-11-10,On time
251450,2018-11-10,On time
251451,2018-11-10,On time
251452,2018-11-10,On time
251453,2018-11-10,On time
251454,2018-11-10,On time
251455,2018-11-10,On time
251456,2018-11-10,On time
251457,2018-11-10,On time
251458,2018-11-10,On time
251459,2018-11-02,On time
251460,2018-11-11,Early
251461,2018-11-14,On time
251462,2018-11-11,Early
251463,2018-11-11,Early
251464,2018-11-11,Early
251465,2018-11-11,Early
251466,2018-11-10,On time
251467,2018-11-15,On time
251468,2018-11-15,On time
251469,2018-11-21,On time
251470,2018-11-21,On time
251471,2018-11-21,On time
251472,2018-11-21,On time
251473,2018-11-21,On time
251474,2018-11-21,On time
251475,2018-11-21,On time
251476,2018-11-21,On time
251477,2018-11-21,On time
251478,2018-11-21,On time
251479,2018-11-21,On time
251480,2019-01-13,Late
251481,2019-01-13,Late
251482,2019-01-13,Late
251483,2019-01-13,Late
251484,2019-01-13,Late
251485,2019-01-13,Late
251486,2019-01-13,Late
251487,2019-01-13,Late
251488,2019-01-13,Late
251489,2019-01-13,Late
251490,2019-01-13,Late
251491,2019-01-13,Late
251492,2019-01-13,Late
251493,2019-01-13,Late
251494,2019-01-13,Late
251495,2019-01-13,Late
251496,2019-01-13,Late
251497,2019-01-13,Late
251498,2019-01-13,Late
251499,2019-01-13,Late
251500,2019-01-13,Late
251501,2019-01-13,Late
251502,2019-01-13,Late
251503,2019-01-13,Late
251504,2019-01-13,Late
251505,2019-01-13,Late
251506,2019-01-13,Late
251507,2019-01-13,Late
251508,2019-01-13,Late
251509,2019-01-13,Late
251510,2018-11-13,On time
251511,2018-11-13,On time
251512,2018-11-13,On time
251513,2018-11-14,On time
251514,2018-11-14,On time
251515,2018-12-05,On time
251516,2018-12-05,On time
251517,2018-12-05,On time
251518,2018-12-05,On time
251519,2018-12-05,On time
251659,2019-01-13,Late
251662,2018-12-14,Early
251663,2018-12-15,Early
251664,2018-12-14,Early
251665,2018-12-14,Early
251685,2018-12-15,Early
251809,2019-01-04,On time
251810,2019-01-04,On time
251811,2019-01-04,On time
251812,2019-01-04,On time
251813,2019-01-04,On time
251815,2018-11-14,On time
251834,2018-12-02,Early
251935,2019-01-13,Late
251938,2019-01-13,Late
251987,2019-01-13,Late
251988,2019-01-13,Late
251989,2019-01-13,Late
251992,2018-11-09,On time
252001,2018-11-21,On time
252002,2018-11-21,On time
252003,2018-11-21,On time
252004,2018-11-21,On time
252005,2018-11-21,On time
252006,2018-11-21,On time
252007,2018-11-21,On time
252008,2018-11-21,On time
252009,2018-11-21,On time
252010,2018-11-21,On time
252011,2018-11-21,On time
252012,2018-11-21,On time
252043,2018-11-28,On time
252044,2018-11-28,On time
252045,2018-11-28,On time
252079,2018-11-10,On time
252080,2018-11-10,On time
252081,2018-11-10,On time
252082,2018-11-10,On time
252083,2018-11-10,On time
252084,2018-11-10,On time
252085,2018-11-10,On time
252086,2018-11-10,On time
252087,2018-11-10,On time
252120,2018-11-23,Early
252127,2018-11-01,On time
252128,2018-11-01,On time
252129,2018-11-01,On time
252130,2018-11-01,On time
252131,2018-11-01,On time
252132,2018-11-01,On time
252133,2018-11-01,On time
252134,2018-11-01,On time
252135,2018-11-01,On time
252136,2018-11-01,On time
252137,2018-11-01,On time
252138,2018-11-01,On time
252154,2019-01-10,On time
252156,2018-11-28,On time
252193,2018-11-22,On time
252209,2018-11-02,On time
252210,2019-01-13,Late
252211,2019-01-13,Late
252212,2019-01-13,Late
252213,2019-01-13,Late
252214,2019-01-13,Late
252215,2019-01-13,Late
252216,2019-01-13,Late
252217,2019-01-13,Late
252218,2019-01-13,Late
252219,2019-01-13,Late
252220,2019-01-13,Late
252221,2019-01-13,Late
252222,2019-01-13,Late
252223,2019-01-13,Late
252224,2019-01-13,Late
252225,2019-01-13,Late
252249,2018-11-05,Early
252250,2018-11-05,Early
252251,2018-11-05,Early
252252,2018-11-05,Early
252253,2018-11-05,Early
252254,2018-11-05,Early
252268,2018-11-15,On time
252269,2018-11-02,On time
252270,2018-11-02,On time
252273,2018-11-15,On time
252276,2018-11-07,On time
252277,2018-11-07,On time
252284,2019-01-13,Late
252286,2019-01-13,Late
252287,2019-01-13,Late
252288,2019-01-13,Late
252289,2019-01-13,Late
252290,2019-01-13,Late
252291,2019-01-13,Late
252292,2019-01-13,Late
252293,2019-01-13,Late
252294,2019-01-13,Late
252295,2019-01-13,Late
252296,2019-01-13,Late
252297,2019-01-13,Late
252298,2019-01-13,Late
252299,2019-01-13,Late
252300,2019-01-13,Late
252301,2019-01-13,Late
252302,2019-01-13,Late
252303,2019-01-13,Late
252304,2019-01-13,Late
252305,2019-01-13,Late
252306,2019-01-13,Late
252307,2019-01-13,Late
252308,2019-01-13,Late
252309,2018-11-09,On time
252310,2018-11-09,On time
252311,2018-11-09,On time
252312,2018-11-09,On time
252313,2018-11-09,On time
252314,2018-11-09,On time
252315,2018-11-09,On time
252316,2018-11-09,On time
252317,2018-11-09,On time
252318,2018-11-09,On time
252319,2018-11-09,On time
252320,2018-11-09,On time
252321,2018-11-09,On time
252325,2018-11-07,On time
252326,2018-11-07,On time
252327,2018-11-07,On time
252328,2018-11-07,On time
252330,2018-11-02,On time
252331,2018-11-02,On time
252332,2018-11-28,On time
252333,2018-11-02,On time
252334,2018-11-02,On time
252338,2018-11-15,On time
252346,2018-11-01,On time
252347,2018-11-01,On time
252348,2018-11-01,On time
252349,2018-11-01,On time
252350,2018-11-01,On time
252351,2018-11-01,On time
252352,2018-11-01,On time
252353,2018-11-01,On time
252354,2018-11-01,On time
252355,2018-11-01,On time
252356,2018-11-01,On time
252368,2019-01-13,Late
252373,2018-11-02,On time
252374,2018-11-02,On time
252375,2018-11-02,On time
252377,2018-11-02,On time
252378,2018-11-02,On time
252379,2018-11-02,On time
252380,2018-11-02,On time
252381,2018-11-02,On time
252382,2018-11-02,On time
252383,2018-11-02,On time
252384,2018-11-02,On time
252385,2018-11-02,On time
252387,2018-11-02,On time
252388,2018-11-02,On time
252389,2018-11-02,On time
252390,2018-11-03,On time
252391,2018-11-02,On time
252392,2018-11-02,On time
252393,2018-11-15,On time
252394,2018-11-08,On time
252395,2018-11-05,Early
252396,2018-11-08,On time
252397,2018-11-02,On time
252398,2018-11-02,On time
252399,2018-11-07,On time
252401,2018-11-13,On time
252402,2018-11-13,On time
252403,2018-11-02,On time
252404,2018-11-02,On time
252405,2018-11-02,On time
252407,2018-11-10,Early
252409,2018-11-07,On time
252410,2018-11-07,On time
252411,2018-11-07,On time
252412,2018-11-07,On time
252413,2018-11-07,On time
252414,2018-11-07,On time
252415,2018-11-07,On time
252416,2018-11-07,On time
252417,2018-11-07,On time
252418,2018-11-07,On time
252419,2018-11-07,On time
252420,2018-11-07,On time
252421,2018-11-14,On time
252422,2018-11-03,On time
252423,2018-11-03,On time
252424,2018-11-03,On time
252425,2018-11-03,On time
252426,2018-11-02,On time
252427,2018-11-03,On time
252428,2018-11-05,Early
252429,2018-11-03,On time
252430,2018-11-03,On time
252431,2018-11-21,On time
252432,2018-11-28,On time
252433,2018-11-28,On time
252434,2018-11-28,On time
252435,2018-11-28,On time
252436,2018-11-28,On time
252437,2018-11-28,On time
252438,2018-11-28,On time
252439,2018-11-28,On time
252440,2018-11-28,On time
252441,2018-12-12,On time
252442,2018-11-11,Early
252443,2018-11-11,Early
252444,2018-11-11,Early
252445,2018-11-11,Early
252446,2018-11-11,Early
252447,2018-11-11,Early
252448,2018-11-11,Early
252449,2018-11-11,Early
252450,2018-11-11,Early
252451,2018-11-11,Early
252454,2018-11-02,On time
252455,2018-11-02,On time
252456,2018-11-02,On time
252457,2018-11-02,On time
252458,2018-11-02,On time
252462,2018-11-16,On time
252463,2018-12-15,Early
252464,2018-11-03,On time
252465,2018-11-03,On time
252466,2018-11-03,On time
252467,2018-11-03,On time
252468,2018-11-03,On time
252469,2018-11-03,On time
252470,2018-11-05,Early
252471,2018-11-09,On time
252472,2018-11-09,On time
252473,2018-11-05,Early
252474,2018-11-09,On time
252475,2018-11-05,Early
252476,2018-11-09,On time
252477,2018-11-09,On time
252478,2018-11-09,On time
252479,2018-11-05,Early
252480,2018-11-14,On time
252532,2018-12-07,On time
252547,2019-01-13,Late
252548,2019-01-13,Late
252549,2019-01-13,Late
252550,2019-01-13,Late
252551,2019-01-13,Late
252552,2019-01-13,Late
252553,2019-01-13,Late
252554,2019-01-13,Late
252555,2019-01-13,Late
252556,2019-01-13,Late
252557,2019-01-13,Late
252558,2019-01-13,Late
252559,2019-01-13,Late
252560,2019-01-13,Late
252561,2019-01-13,Late
252562,2019-01-13,Late
252563,2019-01-13,Late
252663,2018-11-14,On time
252671,2018-12-14,Early
254066,2018-12-21,On time
254115,2018-11-11,Early
254116,2018-11-11,Early
254117,2018-11-11,Early
254118,2018-11-11,Early
254119,2018-11-11,Early
254144,2018-11-08,On time
254209,2018-12-26,On time
254210,2018-12-25,On time
254212,2018-11-08,On time
254213,2018-11-05,Early
254214,2018-11-05,Early
254215,2018-11-05,Early
254216,2018-11-05,Early
254217,2018-11-05,Early
254218,2018-11-05,Early
254219,2018-11-05,Early
254220,2018-12-21,On time
254221,2018-11-11,Early
254229,2018-12-20,On time
254230,2018-12-20,On time
254231,2018-12-21,On time
254232,2018-12-20,On time
254233,2018-11-05,Early
254234,2018-11-05,Early
254235,2018-11-05,Early
254236,2018-11-05,Early
254237,2018-11-05,Early
254238,2018-11-10,Early
254239,2018-12-28,On time
254281,2019-01-26,Early
254282,2019-01-26,Early
254296,2018-11-24,On time
254297,2018-11-24,On time
254298,2018-11-24,On time
254299,2018-11-24,On time
254300,2018-11-25,Early
254310,2018-12-20,On time
254311,2018-12-20,On time
254322,2018-11-01,On time
254323,2018-11-01,On time
254874,2018-11-09,On time
254942,2018-11-03,On time
254943,2018-11-03,On time
254944,2018-11-03,On time
254945,2018-11-03,On time
254946,2018-11-03,On time
254947,2018-11-03,On time
254948,2018-11-03,On time
254949,2018-11-03,On time
254950,2018-11-03,On time
254952,2018-11-09,On time
254955,2018-11-05,Early
254956,2018-11-14,On time
254957,2018-11-14,On time
254958,2018-11-14,On time
254959,2018-11-14,On time
254960,2018-11-28,On time
254961,2018-11-28,On time
254962,2018-11-28,On time
254963,2018-11-28,On time
254964,2018-11-28,On time
254965,2018-11-28,On time
254966,2018-11-28,On time
254967,2018-11-28,On time
254968,2018-11-28,On time
254969,2018-11-10,On time
254970,2018-11-10,On time
254971,2018-11-10,On time
254972,2018-11-10,On time
254973,2018-11-10,On time
254974,2018-11-10,On time
254975,2018-11-10,On time
254976,2018-11-10,On time
254977,2018-12-11,On time
254978,2018-12-11,On time
254979,2018-12-11,On time
254980,2018-12-11,On time
254981,2018-12-11,On time
254982,2018-11-09,On time
254983,2018-11-09,On time
254984,2018-11-09,On time
254985,2018-11-10,On time
254986,2018-11-10,On time
254987,2018-11-10,On time
254988,2018-11-10,On time
254989,2018-11-13,On time
254990,2018-11-14,On time
254991,2018-11-14,On time
254992,2018-11-14,On time
254993,2018-11-14,On time
254994,2018-11-13,On time
254995,2018-11-13,On time
254996,2018-11-17,On time
254997,2018-11-17,On time
254998,2018-11-17,On time
254999,2018-11-17,On time
255000,2018-11-17,On time
255001,2018-11-17,On time
255002,2018-11-14,On time
255003,2018-11-13,On time
255004,2018-11-14,On time
255005,2018-11-14,On time
255006,2018-11-14,On time
255007,2018-11-17,On time
255008,2018-11-15,On time
255009,2018-11-15,On time
255010,2018-11-15,On time
255011,2018-11-15,On time
255012,2018-11-15,On time
255013,2018-11-15,On time
255014,2018-11-15,On time
255015,2018-11-15,On time
255016,2018-11-15,On time
255017,2018-11-13,On time
255018,2019-01-11,Late
255019,2019-01-11,Late
255020,2018-11-17,On time
255021,2018-11-17,Early
255022,2018-11-17,Early
255023,2018-11-16,Early
255024,2018-11-16,Early
255025,2018-12-18,On time
255026,2018-12-19,On time
255027,2018-12-18,On time
255028,2018-12-19,On time
255029,2018-12-18,On time
255030,2018-12-18,On time
255031,2018-12-18,On time
255032,2018-12-18,On time
255033,2018-12-18,On time
255034,2018-12-19,On time
255035,2018-12-19,On time
255036,2018-12-19,On time
255037,2018-12-19,On time
255038,2018-12-18,On time
255039,2018-12-18,On time
255040,2018-12-19,On time
255041,2018-12-19,On time
255042,2018-12-19,On time
255043,2018-12-19,On time
255044,2018-12-19,On time
255045,2018-12-18,On time
255046,2018-12-19,On time
255047,2018-12-18,On time
255048,2018-12-19,On time
255049,2018-12-19,On time
255050,2018-12-18,On time
255051,2018-12-18,On time
255052,2018-12-19,On time
255053,2018-12-19,On time
255055,2019-01-12,Early
255056,2019-01-14,Early
255057,2019-01-11,Late
255058,2019-01-26,Early
255059,2019-01-26,Early
255060,2019-01-28,Early
255061,2019-01-28,Early
255062,2019-01-28,Early
255063,2019-01-25,Early
255064,2019-01-25,Early
255065,2019-01-12,Late
255066,2019-01-11,Late
255067,2019-01-11,Late
255068,2019-01-11,Late
255069,2019-01-12,Late
255070,2019-01-12,Late
255071,2019-01-13,Late
255072,2019-01-13,Late
255073,2019-01-13,Late
255074,2019-01-14,Early
255075,2019-01-11,On time
255076,2019-01-19,On time
255077,2019-01-11,Late
255078,2018-12-21,On time
255079,2019-01-14,Late
255080,2019-01-11,Late
255081,2019-01-11,Late
255082,2019-01-11,Late
255083,2019-01-11,Late
255084,2019-01-11,Late
255085,2019-01-11,Late
255086,2019-01-11,Late
255087,2019-01-11,Late
255088,2019-01-11,Late
255089,2019-01-11,Late
255090,2019-01-20,Early
255105,2018-11-11,Early
255106,2018-11-11,Early
255107,2018-11-10,Early
255108,2018-11-11,Early
255109,2018-11-11,Early
255110,2018-11-11,Early
255111,2018-11-11,Early
255160,2018-12-29,On time
255161,2019-01-11,Late
255162,2019-01-11,Late
255163,2019-01-11,Late
255164,2019-01-11,Late
255165,2019-01-11,Late
255166,2019-01-11,Late
255167,2019-01-11,Late
255168,2019-01-12,Late
255169,2019-01-12,Late
255170,2019-01-13,Late
255171,2019-01-13,Late
255172,2019-01-10,On time
255173,2019-01-10,On time
255174,2019-01-10,On time
255175,2019-01-10,On time
255176,2019-01-10,On time
255177,2019-01-10,On time
255178,2019-01-10,On time
255179,2019-01-10,On time
255180,2019-01-10,On time
255181,2019-01-19,On time
255182,2019-01-10,On time
255183,2019-01-12,Late
255184,2019-01-04,On time
255185,2019-01-13,Late
255186,2019-01-13,Late
255187,2019-01-13,Late
255188,2019-01-25,Early
255189,2019-01-25,Early
255190,2019-01-25,Early
255191,2019-01-25,Early
255192,2019-01-26,Early
255193,2019-01-28,Early
255194,2019-01-28,Early
255195,2019-01-28,Early
255196,2019-01-28,Early
255197,2019-01-28,Early
255198,2019-01-28,Early
255199,2019-01-28,Early
255200,2019-01-13,Late
255201,2019-01-13,Late
255202,2019-01-13,Late
255203,2018-12-20,On time
255204,2019-01-11,Late
255205,2019-01-25,On time
255206,2019-01-25,On time
255207,2019-01-25,On time
255208,2019-01-25,On time
255209,2019-01-25,On time
255210,2019-01-25,On time
255211,2019-01-25,On time
255212,2019-01-25,On time
255213,2019-01-25,On time
255214,2019-01-25,On time
255215,2019-01-25,On time
255216,2019-01-11,Late
255217,2019-01-11,Late
255218,2019-01-25,On time
255219,2019-01-25,Early
255220,2019-01-28,Early
255221,2019-01-28,Early
255222,2019-01-25,Early
255223,2019-01-25,Early
255224,2019-01-25,Early
255225,2018-12-22,On time
255226,2018-12-19,On time
255227,2018-12-19,On time
255228,2018-12-19,On time
255229,2018-12-19,On time
255230,2018-12-19,On time
255231,2018-12-19,On time
255232,2018-12-19,On time
255233,2018-12-19,On time
255234,2018-12-19,On time
255235,2018-12-19,On time
255236,2018-12-19,On time
255247,2018-12-30,Early
255248,2018-12-05,On time
255249,2018-12-05,On time
255250,2018-11-25,Early
255251,2018-11-24,On time
255252,2018-11-28,On time
255253,2018-11-28,On time
255254,2018-11-27,On time
255255,2018-11-28,On time
255256,2018-11-28,On time
255257,2018-11-28,On time
255258,2018-11-28,On time
255259,2018-11-28,On time
255260,2018-11-28,On time
255261,2018-11-28,On time
255262,2018-11-28,On time
255263,2018-11-28,On time
255264,2018-11-28,On time
255265,2018-11-28,On time
255266,2018-11-28,On time
255267,2018-11-24,On time
255268,2018-12-01,On time
255269,2018-12-01,On time
255270,2018-12-01,On time
255271,2018-12-01,On time
255272,2018-12-01,On time
255273,2018-12-01,On time
255274,2018-12-01,On time
255275,2018-12-01,On time
255276,2018-12-01,On time
255277,2018-12-01,On time
255278,2018-11-29,On time
255279,2018-11-29,On time
255280,2018-11-29,On time
255281,2018-11-29,On time
255282,2018-11-29,On time
255283,2018-11-29,On time
255284,2018-11-29,On time
255285,2018-12-01,On time
255286,2018-12-05,On time
255287,2018-12-02,Early
255288,2018-12-01,On time
255289,2018-12-02,On time
255290,2018-12-01,On time
255291,2018-12-12,On time
255292,2018-12-11,On time
255293,2018-12-12,On time
255294,2018-12-11,On time
255295,2018-12-12,On time
255296,2018-12-01,On time
255297,2018-12-21,Early
255298,2018-12-21,Early
255299,2018-12-25,On time
255300,2018-12-26,On time
255301,2018-12-21,On time
255302,2018-12-21,On time
255303,2018-12-19,On time
255304,2018-12-19,On time
255305,2018-12-21,Early
255306,2018-12-21,On time
255307,2018-12-21,On time
255308,2018-12-21,On time
255309,2018-12-21,On time
255310,2018-12-20,On time
255311,2018-12-21,On time
255312,2018-12-21,On time
255313,2018-12-21,On time
255314,2018-12-21,On time
255315,2018-12-21,On time
255316,2018-12-21,On time
255317,2018-12-21,On time
255318,2018-12-21,On time
255319,2018-12-21,On time
255320,2018-12-21,On time
255321,2018-12-23,Early
255322,2018-12-22,Early
255323,2018-12-23,Early
255324,2018-12-22,Early
255325,2018-12-23,Early
255326,2018-12-23,Early
255327,2018-12-22,Early
255328,2018-12-23,Early
255329,2018-12-23,Early
255330,2018-12-22,Early
255331,2018-12-29,On time
255332,2018-12-29,On time
255333,2018-12-29,On time
255334,2018-12-22,Early
255335,2018-12-29,On time
255336,2018-12-26,On time
255337,2018-12-26,On time
255338,2018-12-25,On time
255339,2018-12-26,On time
255340,2018-12-26,On time
255341,2018-12-25,On time
255342,2018-12-25,On time
